EventID,0,42998.7,9809.84,306893,10.79
EventID,0,43001.4,9822.01,306796,13.39
EventID,0,43003.4,9831.44,306721,32.3
EventID,0,43028.1,9939.83,305859,32.3
EventID,0,43028.3,9940.81,305851,10.79
EventID,0,43035.9,9976.92,305556,13.39
EventID,0,43040.1,9995.92,305401,13.39
EventID,0,43058.2,10082.9,304701,16.05
EventID,0,43074.3,10160.1,304084,16.05
EventID,0,43092.2,10250.2,303362,16.05
EventID,0,43092.7,10252.9,303340,10.79
EventID,0,43095.8,10271,303192,13.39
EventID,0,43107.8,10338.4,302608,13.39
EventID,0,43110.6,10354.5,302471,32.3
EventID,0,43131.1,10480.8,301418,13.39
EventID,0,43146.5,10572.2,300666,10.79
EventID,0,43147.6,10578.9,300611,0
EventID,0,43152,10610.4,300359,0
EventID,0,43156.3,10644.8,300088,13.39
EventID,0,43155,10651.5,300022,13.39
EventID,0,43134.3,10767,298887,13.39
EventID,0,43127.7,10799.8,298565,10.79
EventID,0,43123.1,10821.9,298350,32.3
EventID,0,43122.2,10827.3,298299,10.79
EventID,0,43110.6,10900.9,297610,0
EventID,0,43110.5,10901,297610,0
EventID,0,43110.5,10901,297610,0
EventID,0,43110.5,10901,297610,10.79
EventID,0,43110.5,10901,297610,3.40379
EventID,0,43110.5,10901,297610,2.08251
EventID,0,43122.2,10827.3,298299,0
EventID,0,43122.3,10827.1,298299,0
EventID,0,43122.3,10827.1,298299,0
EventID,0,43122.2,10827.1,298299,0
EventID,0,43122.2,10827.1,298299,0
EventID,0,43121.8,10828,298299,0.061
EventID,0,43121.8,10828.6,298299,10.79
EventID,0,43121.8,10828.7,298299,0.092
EventID,0,43121.7,10828.9,298299,0
EventID,0,43121.7,10828.9,298299,0
EventID,0,43121.9,10828.3,298298,0
EventID,0,43121.9,10828.3,298298,0
EventID,0,43122.2,10828.1,298298,0
EventID,0,43122.2,10828,298298,0
EventID,0,43122.2,10827.8,298298,0
EventID,0,43122.1,10827.6,298299,0.061
EventID,0,43122.1,10827.5,298299,0
EventID,0,43122.1,10827.4,298299,0
EventID,0,43122.2,10827.2,298299,0
EventID,0,43122.2,10826.9,298299,0
EventID,0,43122.2,10826.8,298299,0
EventID,0,43122.2,10826.8,298299,0
EventID,0,43122.2,10826.7,298299,0
EventID,0,43121.7,10826.4,298299,0
EventID,0,43121,10826.5,298299,0
EventID,0,43120.8,10826.2,298299,0
EventID,0,43120.8,10826.7,298298,0
EventID,0,43120.4,10826.8,298298,0
EventID,0,43120.2,10826.8,298298,0
EventID,0,43120.2,10826.8,298298,0
EventID,0,43120.1,10826.7,298298,0.092
EventID,0,43120.1,10826.4,298298,0
EventID,0,43120.1,10826.4,298297,0
EventID,0,43119.4,10825.9,298296,0
EventID,0,43119.3,10825.9,298296,0
EventID,0,43119.3,10825.9,298296,0
EventID,0,43119.1,10825.7,298297,0
EventID,0,43119.2,10826,298297,0
EventID,0,43118.9,10825.9,298297,0
EventID,0,43118.7,10826.1,298297,0.092
EventID,0,43118.3,10826.2,298298,0.417
EventID,0,43118.2,10826.2,298298,0
EventID,0,43118.1,10826.2,298298,0
EventID,0,43118.1,10826.3,298298,0
EventID,0,43117.9,10826.3,298298,0
EventID,0,43117.9,10826.3,298298,0
EventID,0,43118,10826.2,298298,0
EventID,0,43117.8,10826.9,298298,0
EventID,0,43117.8,10827,298298,0
EventID,0,43117.8,10826.9,298299,0
EventID,0,43117.7,10826.9,298299,0
EventID,0,43117.4,10827,298299,0
EventID,0,43117.3,10827.1,298299,0
EventID,0,43117.2,10827,298299,0
EventID,0,43117.3,10827,298300,0
EventID,0,43117.3,10827,298300,0
EventID,0,43117.4,10826.9,298300,0
EventID,0,43117.3,10827,298300,0
EventID,0,43117.4,10827.1,298300,0.092
EventID,0,43117.4,10827.1,298300,0
EventID,0,43117.5,10827.1,298300,0
EventID,0,43118.5,10827,298300,0.835
EventID,0,43118.6,10827,298300,7.2153
EventID,0,43121.8,10828.7,298299,0.489359
EventID,0,43123.1,10821.9,298350,0
EventID,0,43123,10821.9,298350,0
EventID,0,43123,10822.5,298350,0
EventID,0,43122.9,10822.6,298350,10.79
EventID,0,43122.8,10822.6,298350,0.024
EventID,0,43122.7,10822.5,298349,0
EventID,0,43122.6,10822.5,298349,10.79
EventID,0,43122.6,10822.5,298349,0
EventID,0,43122.5,10822.4,298349,0
EventID,0,43122.5,10822.4,298349,0
EventID,0,43122.4,10822.1,298349,0
EventID,0,43123,10822.1,298348,0
EventID,0,43123.3,10821.9,298348,0
EventID,0,43123.5,10821.8,298348,0
EventID,0,43123.8,10821.5,298348,0
EventID,0,43124.4,10821.5,298348,0
EventID,0,43124.7,10821.2,298348,0
EventID,0,43125,10821.2,298348,0.024
EventID,0,43125.3,10821.2,298348,0
EventID,0,43125.3,10821.2,298348,10.79
EventID,0,43125.3,10821.3,298348,4.84933
EventID,0,43125.3,10821.3,298348,3.08739
EventID,0,43122.6,10822.5,298349,0
EventID,0,43122.6,10823.1,298349,0
EventID,0,43122.6,10823.2,298349,0
EventID,0,43122.6,10823.2,298349,0
EventID,0,43122.4,10823.1,298349,0
EventID,0,43122.2,10823.1,298349,0
EventID,0,43122.3,10822.9,298349,0
EventID,0,43122.3,10822.9,298349,0
EventID,0,43122.3,10822.9,298349,0
EventID,0,43122.3,10822.8,298349,0
EventID,0,43122.6,10822.7,298349,0
EventID,0,43122.6,10822.7,298349,0
EventID,0,43123,10822.8,298350,0
EventID,0,43122.6,10823,298350,0
EventID,0,43122.6,10823,298349,0
EventID,0,43122.7,10823.1,298349,0
EventID,0,43122.9,10823.1,298349,0
EventID,0,43122.9,10823.1,298349,0
EventID,0,43122.9,10823.1,298349,0
EventID,0,43123,10823.1,298349,0
EventID,0,43123,10822.9,298349,0
EventID,0,43123,10822.8,298349,0
EventID,0,43123,10822.9,298349,0.092
EventID,0,43123,10822.9,298349,0
EventID,0,43123.2,10822.9,298349,0
EventID,0,43123.3,10823.1,298349,0
EventID,0,43123.3,10823.1,298349,0
EventID,0,43123.2,10823.1,298349,0
EventID,0,43123.2,10823.1,298349,0
EventID,0,43123.3,10823.2,298349,0
EventID,0,43123.2,10823.3,298349,0
EventID,0,43123.4,10823.3,298349,0
EventID,0,43123.5,10823.4,298349,0
EventID,0,43123.8,10823.6,298349,0.024
EventID,0,43123.9,10823.6,298349,0
EventID,0,43124.1,10823.6,298349,0
EventID,0,43124.2,10823.5,298349,0
EventID,0,43124.2,10823.5,298349,0
EventID,0,43124.2,10823.5,298349,0.024
EventID,0,43124.3,10823.5,298349,0.092
EventID,0,43124.4,10823.5,298348,0
EventID,0,43124.4,10823.5,298348,0
EventID,0,43124.2,10823.7,298349,0
EventID,0,43124.1,10823.5,298349,0
EventID,0,43124,10823.5,298349,0
EventID,0,43124.2,10823.5,298348,0
EventID,0,43124.2,10823.5,298349,0
EventID,0,43124.2,10823.4,298349,0
EventID,0,43124.2,10823.1,298348,0
EventID,0,43124.2,10823.1,298348,0
EventID,0,43124.1,10823.2,298348,0
EventID,0,43124.1,10823.2,298348,0
EventID,0,43123.9,10822.9,298348,0
EventID,0,43123.9,10822.9,298348,0
EventID,0,43123.9,10822.9,298348,0
EventID,0,43123.8,10823,298348,0
EventID,0,43123.8,10823,298348,0
EventID,0,43123.9,10823,298348,0
EventID,0,43124.1,10823.1,298348,0
EventID,0,43124.2,10823.1,298348,0
EventID,0,43124.2,10823.1,298348,0
EventID,0,43123.8,10822.8,298348,0
EventID,0,43123.5,10822.7,298348,0
EventID,0,43123.4,10822.7,298348,0
EventID,0,43123.4,10822.6,298348,0
EventID,0,43123.2,10822.4,298348,0
EventID,0,43123.2,10822.5,298348,0
EventID,0,43123.5,10822.6,298348,0
EventID,0,43124,10822.7,298348,0
EventID,0,43124.1,10822.7,298348,0
EventID,0,43124.2,10822.7,298348,0
EventID,0,43124.2,10822.7,298348,0
EventID,0,43124.2,10822.6,298348,0
EventID,0,43124.3,10822.5,298348,0
EventID,0,43124.4,10822.4,298348,0
EventID,0,43124.4,10822.4,298348,0
EventID,0,43124.3,10822.9,298348,0
EventID,0,43124.2,10822.9,298348,0.092
EventID,0,43124,10822.7,298348,0
EventID,0,43123.9,10822.6,298348,0
EventID,0,43123.5,10822.5,298348,0
EventID,0,43123.3,10822.6,298348,0
EventID,0,43123.3,10822.6,298348,0
EventID,0,43123.3,10822.8,298348,0
EventID,0,43123.3,10822.7,298348,0
EventID,0,43123.1,10822.5,298348,0
EventID,0,43123,10822.5,298348,0
EventID,0,43123.1,10822.5,298348,0
EventID,0,43123.1,10822.5,298348,0
EventID,0,43123.5,10822.4,298349,0
EventID,0,43123.4,10822,298349,0
EventID,0,43123.4,10822,298349,0
EventID,0,43123.3,10821.8,298349,0
EventID,0,43123.4,10821.7,298349,0
EventID,0,43123.4,10821.6,298349,0
EventID,0,43123.3,10821.5,298349,0
EventID,0,43123.1,10821.3,298349,0
EventID,0,43123,10821.2,298349,0
EventID,0,43122.9,10821.1,298348,0
EventID,0,43122.9,10820.8,298348,0
EventID,0,43122.9,10820.8,298348,0
EventID,0,43122.8,10820.9,298348,0
EventID,0,43122.8,10820.9,298348,0
EventID,0,43123,10820.8,298348,0.092
EventID,0,43123.1,10820.8,298348,0
EventID,0,43123.1,10820.8,298348,0
EventID,0,43123.1,10820.7,298348,0
EventID,0,43123.1,10820.7,298348,0
EventID,0,43123.1,10820.7,298348,0
EventID,0,43123,10820.5,298348,0
EventID,0,43122.9,10820.5,298348,0
EventID,0,43122.8,10820.5,298348,0
EventID,0,43122.2,10820.5,298347,0
EventID,0,43122.1,10820.3,298347,0
EventID,0,43122.1,10820.3,298347,0
EventID,0,43122.1,10820.2,298347,0
EventID,0,43122.1,10820.2,298347,0
EventID,0,43122.2,10820.2,298348,0
EventID,0,43122.2,10820.4,298348,0
EventID,0,43122,10820.4,298348,0
EventID,0,43122.1,10820.5,298348,0
EventID,0,43122.1,10820.7,298348,0
EventID,0,43121.8,10820.7,298348,0
EventID,0,43121.6,10820.9,298348,0
EventID,0,43121.7,10820.8,298348,0
EventID,0,43121.7,10820.8,298348,0
EventID,0,43121.7,10820.8,298348,0
EventID,0,43121.8,10820.8,298348,0
EventID,0,43121.8,10820.8,298348,0
EventID,0,43121.9,10820.8,298348,0
EventID,0,43122.3,10821,298348,0
EventID,0,43122.6,10821.3,298348,0
EventID,0,43122.6,10821.4,298348,0.061
EventID,0,43123.1,10821.6,298348,0
EventID,0,43123.1,10821.7,298348,0.092
EventID,0,43123,10822.2,298348,0
EventID,0,43123,10822.4,298348,0.061
EventID,0,43122.7,10822.4,298348,0
EventID,0,43122.5,10822.4,298347,0
EventID,0,43122.6,10822.4,298347,0.092
EventID,0,43122.6,10822.5,298347,0
EventID,0,43122.6,10822.5,298347,0
EventID,0,43122.8,10822.7,298348,0
EventID,0,43122.8,10822.7,298348,0
EventID,0,43122.6,10822.8,298348,0
EventID,0,43122.5,10823,298348,0
EventID,0,43122.5,10823,298348,0
EventID,0,43122.4,10823.1,298348,0
EventID,0,43122.4,10823.2,298348,0
EventID,0,43122.4,10823.2,298348,0
EventID,0,43122.4,10823.3,298348,0
EventID,0,43122.4,10823.4,298348,0
EventID,0,43122.4,10823.4,298348,0
EventID,0,43122.5,10823.8,298348,0.024
EventID,0,43122.3,10823.7,298348,0
EventID,0,43122.1,10823.6,298348,0
EventID,0,43122.2,10823.7,298348,0
EventID,0,43122.3,10824.2,298348,0
EventID,0,43122.3,10824.4,298348,0
EventID,0,43122.3,10824.4,298348,0
EventID,0,43122.3,10824.4,298348,0
EventID,0,43122.3,10824.4,298348,0
EventID,0,43122.3,10824.3,298348,0
EventID,0,43122.2,10824.1,298348,0
EventID,0,43122.2,10824,298348,0
EventID,0,43122,10823.9,298348,0
EventID,0,43122,10823.9,298348,0.092
EventID,0,43121.6,10824,298348,0
EventID,0,43121.6,10824.1,298348,0.5
EventID,0,43121.8,10823.8,298348,0.092
EventID,0,43122.2,10823.4,298348,0
EventID,0,43122.2,10823.3,298348,0
EventID,0,43122.3,10823.2,298348,0
EventID,0,43122.3,10823.1,298348,0
EventID,0,43122.4,10823.1,298349,0
EventID,0,43122.3,10823,298349,0
EventID,0,43121.7,10823.2,298349,0
EventID,0,43121.2,10823.4,298349,0
EventID,0,43121.3,10823.5,298349,0
EventID,0,43121.4,10823.7,298350,0
EventID,0,43121.3,10823.7,298350,0
EventID,0,43121.3,10823.6,298350,0
EventID,0,43121.3,10823.6,298350,0
EventID,0,43121.3,10823.5,298350,0
EventID,0,43121.2,10823.5,298350,0
EventID,0,43121.4,10823.5,298350,0
EventID,0,43121.6,10823.5,298350,0
EventID,0,43121.7,10823.5,298350,0.417
EventID,0,43121.7,10823.5,298350,0
EventID,0,43122.1,10823.6,298351,0.417
EventID,0,43122.3,10823.8,298351,0
EventID,0,43122.3,10823.9,298351,0
EventID,0,43122.3,10824,298351,0
EventID,0,43122.3,10824,298351,0
EventID,0,43122.2,10824.1,298351,0
EventID,0,43122.1,10824.3,298351,0
EventID,0,43122.1,10824.2,298351,0
EventID,0,43122.1,10824.2,298351,0
EventID,0,43122.1,10823.9,298351,0
EventID,0,43122.1,10823.9,298351,0
EventID,0,43122.2,10823.8,298351,0
EventID,0,43122.7,10823.9,298351,0
EventID,0,43122.4,10823.7,298351,0
EventID,0,43122.2,10823.5,298351,0.092
EventID,0,43122.2,10823.5,298351,0.092
EventID,0,43122,10823.5,298351,0
EventID,0,43121.6,10823.6,298351,0
EventID,0,43121.6,10823.5,298351,0
EventID,0,43121.7,10823.4,298351,0
EventID,0,43121.7,10823.3,298351,0
EventID,0,43121.6,10823.4,298351,0.417
EventID,0,43121.7,10823.4,298351,0
EventID,0,43121.7,10823.3,298351,0.092
EventID,0,43121.8,10823.3,298351,0
EventID,0,43122.3,10823.3,298350,0
EventID,0,43122.3,10823.4,298350,0
EventID,0,43122.3,10823.4,298350,0
EventID,0,43122.3,10823.4,298350,0
EventID,0,43122.3,10823.4,298350,0
EventID,0,43122.4,10823.4,298350,0
EventID,0,43122.4,10823.5,298350,0
EventID,0,43122.4,10824.1,298350,0
EventID,0,43122.4,10824.1,298350,0
EventID,0,43122.4,10824.1,298350,0
EventID,0,43122.4,10824.1,298350,0.092
EventID,0,43122.5,10824.1,298350,7.38277
EventID,0,43122.8,10822.6,298350,0
EventID,0,43122.8,10822.6,298350,0
EventID,0,43122.5,10822.6,298350,0
EventID,0,43122.4,10822.5,298350,0
EventID,0,43122.3,10822.1,298350,0
EventID,0,43122.3,10822,298350,0.204
EventID,0,43122.4,10822.1,298350,0
EventID,0,43122.6,10822.2,298350,0
EventID,0,43122.7,10822.2,298350,0
EventID,0,43122.7,10822.1,298350,0
EventID,0,43122.8,10821.9,298350,0.061
EventID,0,43122.9,10822.1,298350,0
EventID,0,43123,10822.2,298350,0
EventID,0,43123,10822.1,298349,0
EventID,0,43122.9,10822,298349,0
EventID,0,43122.8,10821.9,298349,0
EventID,0,43122.8,10821.9,298349,0
EventID,0,43122.8,10821.7,298349,0
EventID,0,43122.6,10821.7,298350,0.204
EventID,0,43122.4,10821.7,298350,0
EventID,0,43122.3,10821.7,298350,0
EventID,0,43122.1,10821.6,298350,0
EventID,0,43122.1,10821.6,298350,0.024
EventID,0,43122,10821.6,298350,0
EventID,0,43122,10821.7,298350,0
EventID,0,43121.8,10821.5,298350,0
EventID,0,43121.7,10821.6,298350,0.417
EventID,0,43121.6,10821.6,298350,0
EventID,0,43121.4,10821.8,298350,0
EventID,0,43121.4,10821.8,298350,0
EventID,0,43121.2,10821.6,298350,0
EventID,0,43121.2,10821.6,298350,0
EventID,0,43121.2,10821.6,298350,0
EventID,0,43121.2,10821.7,298350,0
EventID,0,43121.2,10821.6,298350,0
EventID,0,43121.2,10821.6,298349,0
EventID,0,43121.2,10821.6,298349,0
EventID,0,43121.3,10821.6,298349,0
EventID,0,43121.4,10822,298349,0
EventID,0,43121.5,10821.9,298349,0
EventID,0,43121.5,10821.9,298349,0
EventID,0,43121.5,10821.9,298350,0
EventID,0,43121.5,10821.8,298350,0
EventID,0,43121.7,10822.2,298349,0.024
EventID,0,43121.6,10822.4,298349,0
EventID,0,43121.6,10822.5,298349,0
EventID,0,43121.5,10822.5,298349,0
EventID,0,43121.5,10822.5,298349,0
EventID,0,43121.5,10822.4,298349,0
EventID,0,43121.4,10822.5,298350,0
EventID,0,43121.3,10822.5,298350,0
EventID,0,43121.2,10822.5,298350,0
EventID,0,43121.1,10822.4,298350,0
EventID,0,43121,10822.5,298350,0
EventID,0,43120.9,10822.4,298350,0
EventID,0,43120.8,10822.4,298350,0
EventID,0,43120.9,10822.6,298349,0
EventID,0,43120.9,10822.6,298349,0
EventID,0,43120.9,10822.7,298349,0
EventID,0,43120.9,10822.7,298349,0
EventID,0,43121.1,10822.6,298349,0.417
EventID,0,43121.1,10822.7,298349,0
EventID,0,43121.1,10823,298349,0
EventID,0,43121.7,10823.1,298348,0
EventID,0,43121.7,10823,298348,0
EventID,0,43122.1,10823.6,298348,0
EventID,0,43122,10823.5,298348,0
EventID,0,43122,10823.4,298348,0.417
EventID,0,43122,10823.4,298348,0
EventID,0,43121.7,10823.4,298347,0
EventID,0,43121.8,10823.4,298347,0
EventID,0,43121.6,10823.3,298347,0
EventID,0,43121.5,10823.3,298347,0
EventID,0,43121.4,10823,298347,0
EventID,0,43121.4,10823,298347,0
EventID,0,43121.4,10822.7,298347,0
EventID,0,43121.4,10822.7,298347,0
EventID,0,43121.2,10822.5,298347,0.417
EventID,0,43121.2,10822.5,298347,0
EventID,0,43121.2,10822.6,298347,0.417
EventID,0,43121.3,10822.8,298346,0
EventID,0,43121.3,10822.8,298346,0
EventID,0,43121.6,10822.7,298346,0
EventID,0,43121.4,10822.9,298346,0
EventID,0,43121.4,10823.1,298346,0.024
EventID,0,43121.4,10822.9,298346,0
EventID,0,43121.4,10822.7,298346,0.417
EventID,0,43121.4,10822.7,298346,0
EventID,0,43121.2,10822.5,298346,0
EventID,0,43121.2,10822.3,298347,0
EventID,0,43121.2,10822.2,298347,0
EventID,0,43121.6,10822.1,298347,0
EventID,0,43121.7,10822.1,298347,0
EventID,0,43121.7,10822.1,298347,0
EventID,0,43121.7,10822.1,298347,0.417
EventID,0,43121.7,10822.1,298347,0
EventID,0,43121.7,10822.1,298347,0
EventID,0,43121.7,10822.1,298347,0
EventID,0,43121.7,10822.2,298347,0
EventID,0,43121.6,10822.1,298348,0
EventID,0,43121.6,10822.1,298348,0
EventID,0,43121.6,10822.1,298348,0
EventID,0,43121.9,10822,298348,0
EventID,0,43122.3,10821.5,298348,0
EventID,0,43122.4,10821.4,298348,0
EventID,0,43122.1,10821.5,298348,0
EventID,0,43122,10821.7,298348,0
EventID,0,43122,10821.7,298348,0
EventID,0,43122,10821.8,298348,0.092
EventID,0,43121.9,10821.6,298348,0
EventID,0,43121.8,10821.6,298348,0
EventID,0,43121.6,10821.6,298348,0
EventID,0,43121.5,10821.7,298348,0
EventID,0,43121.3,10821.5,298348,0
EventID,0,43121.3,10821.5,298348,0
EventID,0,43121.2,10821.4,298348,0
EventID,0,43121.2,10821.4,298348,0
EventID,0,43121.2,10821.6,298348,0
EventID,0,43121.2,10821.6,298348,0
EventID,0,43121.3,10822,298348,0
EventID,0,43121.4,10822.4,298348,0
EventID,0,43121.7,10822.3,298349,0
EventID,0,43122,10822.4,298349,0
EventID,0,43122,10822.3,298349,0
EventID,0,43122.1,10822.3,298349,0
EventID,0,43122.1,10822.4,298349,0
EventID,0,43122.2,10822.3,298349,0
EventID,0,43122.2,10822.3,298349,0.092
EventID,0,43122.2,10822.4,298349,0
EventID,0,43122.2,10822.5,298349,0
EventID,0,43122.2,10822.6,298348,0.092
EventID,0,43121.9,10822.4,298348,0
EventID,0,43121.8,10822.4,298348,0
EventID,0,43121.9,10822.2,298348,0
EventID,0,43121.9,10822.1,298348,0
EventID,0,43121.7,10822.1,298348,0
EventID,0,43121.7,10822.1,298348,0
EventID,0,43121.9,10822,298348,0
EventID,0,43122,10821.9,298348,0
EventID,0,43122,10821.9,298348,0
EventID,0,43122.1,10821.9,298348,0
EventID,0,43122,10821.9,298348,0
EventID,0,43122,10821.9,298348,0
EventID,0,43122,10821.9,298348,0
EventID,0,43122,10821.8,298348,0
EventID,0,43122.1,10821.9,298348,0
EventID,0,43122.1,10822.1,298348,0
EventID,0,43122.1,10822.1,298348,0
EventID,0,43121.9,10822,298348,0
EventID,0,43121.7,10821.9,298348,0
EventID,0,43121.7,10821.8,298349,0
EventID,0,43121.4,10821.6,298349,0
EventID,0,43121.2,10821.8,298348,0.204
EventID,0,43120.9,10822.1,298348,0
EventID,0,43120.7,10822.3,298348,0
EventID,0,43120.7,10822.3,298347,0
EventID,0,43120.7,10822.3,298347,0
EventID,0,43120.8,10822.4,298347,0
EventID,0,43120.7,10822.4,298347,0
EventID,0,43120.8,10822.4,298347,0
EventID,0,43120.9,10822.4,298347,0
EventID,0,43121.9,10822.3,298347,0
EventID,0,43121.9,10822.3,298347,0
EventID,0,43121.7,10822.3,298347,0
EventID,0,43121.5,10822.4,298347,0
EventID,0,43121.5,10822.4,298347,0
EventID,0,43121.5,10822.4,298347,0
EventID,0,43121.5,10822.6,298347,0
EventID,0,43121.2,10823,298347,0
EventID,0,43121,10823.3,298346,0.092
EventID,0,43120.7,10823.4,298346,0
EventID,0,43120.3,10823.6,298346,0
EventID,0,43120.4,10823.5,298346,0
EventID,0,43120.4,10823.5,298346,0
EventID,0,43120.6,10823.3,298346,0
EventID,0,43120.6,10823.3,298346,0
EventID,0,43120.8,10823.2,298347,0
EventID,0,43120.8,10823.1,298347,0
EventID,0,43120.7,10822.9,298347,0
EventID,0,43120.7,10822.9,298347,0
EventID,0,43120.8,10822.4,298347,0
EventID,0,43120.8,10822.3,298347,0
EventID,0,43121,10822.1,298347,0
EventID,0,43120.7,10821.9,298346,0.092
EventID,0,43120.7,10821.7,298346,0
EventID,0,43120.8,10821.5,298346,0.46
EventID,0,43120.7,10821.5,298346,0
EventID,0,43120.5,10821.4,298346,0
EventID,0,43120.6,10821.4,298346,0
EventID,0,43120.7,10821.4,298346,0
EventID,0,43120.7,10821.4,298346,0
EventID,0,43120.7,10821.4,298346,0
EventID,0,43120.7,10821.4,298346,0
EventID,0,43120.6,10821.6,298346,0
EventID,0,43120.6,10821.7,298346,0
EventID,0,43120.5,10821.7,298346,0
EventID,0,43120.6,10821.7,298346,0.024
EventID,0,43121.1,10821.7,298345,0
EventID,0,43121.4,10821.6,298345,0
EventID,0,43121.1,10821.8,298346,0
EventID,0,43120.7,10822.5,298346,0
EventID,0,43120.7,10822.4,298346,0.092
EventID,0,43120.7,10822.3,298346,0
EventID,0,43120.8,10822,298345,0
EventID,0,43120.7,10821.9,298345,0
EventID,0,43120.7,10821.9,298345,0
EventID,0,43120.7,10821.8,298345,0
EventID,0,43120.5,10821.7,298345,0
EventID,0,43120.3,10822,298346,0
EventID,0,43120.3,10821.9,298346,0
EventID,0,43120.3,10821.6,298346,0
EventID,0,43120.3,10821.6,298346,0
EventID,0,43120.3,10821.5,298346,0
EventID,0,43120.3,10821.5,298346,0
EventID,0,43120.3,10821.4,298346,0.061
EventID,0,43120.3,10821.3,298346,0
EventID,0,43120.3,10821.3,298346,0
EventID,0,43120.4,10821.1,298346,0
EventID,0,43120.4,10821,298346,0
EventID,0,43120.6,10820.7,298346,0.835
EventID,0,43120.5,10820.9,298346,0
EventID,0,43120.5,10821,298346,0
EventID,0,43120.4,10820.9,298346,0
EventID,0,43120.4,10821.1,298346,0
EventID,0,43120.4,10821.1,298346,0
EventID,0,43120.4,10821.2,298346,0
EventID,0,43120.6,10821.3,298346,0
EventID,0,43120.6,10821.3,298346,0
EventID,0,43121,10821.4,298346,0
EventID,0,43121.1,10821.4,298346,0
EventID,0,43121,10821.4,298346,0.092
EventID,0,43121.1,10821.5,298346,0
EventID,0,43121.2,10821.5,298346,0
EventID,0,43121.3,10821.4,298346,0
EventID,0,43121.6,10821,298346,0
EventID,0,43121.7,10821,298346,0
EventID,0,43121.8,10821,298346,0
EventID,0,43121.8,10821.1,298346,0.092
EventID,0,43121.3,10820.7,298346,0
EventID,0,43121.1,10820.7,298346,0
EventID,0,43121,10820.7,298346,0
EventID,0,43120.9,10820.8,298346,0
EventID,0,43121.2,10820.8,298346,0
EventID,0,43121.2,10820.9,298345,0
EventID,0,43121.2,10821,298345,0
EventID,0,43121.6,10821.1,298345,0
EventID,0,43120.1,10821.6,298345,0
EventID,0,43120.1,10821.7,298346,0
EventID,0,43120.3,10821.5,298345,0
EventID,0,43120.3,10821.5,298345,0
EventID,0,43120.2,10821.6,298345,0.024
EventID,0,43120.2,10821.6,298345,0
EventID,0,43119.8,10821.6,298345,0
EventID,0,43119.8,10821.6,298346,0
EventID,0,43119.8,10821.6,298346,0
EventID,0,43119.8,10821.5,298346,0
EventID,0,43119.9,10821.6,298346,0
EventID,0,43119.9,10821.7,298346,0
EventID,0,43119.9,10821.6,298346,0
EventID,0,43119.9,10821.5,298346,0.092
EventID,0,43119.9,10821.5,298346,0
EventID,0,43119.7,10821.4,298347,0
EventID,0,43119.5,10821.4,298347,0
EventID,0,43119.5,10821.5,298347,0
EventID,0,43119.4,10821.5,298347,0.092
EventID,0,43119.4,10821.5,298347,0
EventID,0,43119.1,10821.5,298346,0
EventID,0,43119.1,10821.3,298346,0
EventID,0,43118.8,10821.3,298346,0
EventID,0,43118.7,10821.1,298347,0
EventID,0,43118.5,10821,298347,0
EventID,0,43118.5,10820.9,298347,0
EventID,0,43118.6,10820.8,298347,0
EventID,0,43118.7,10820.7,298346,0.092
EventID,0,43118.9,10820.4,298346,0
EventID,0,43119,10820,298346,0.061
EventID,0,43119,10820,298346,0.417
EventID,0,43119.1,10819.7,298346,0
